#input=PHENOTYPE
name	dbId	dataset_name	license_name	location_name	treatments_description	year	Ear height [cm]	Ear width [cm]
CACTUAR-989	989	Sample Phenotype Data	CC-BY-SA		Untreated		144.8973	4.5344
CACTUAR-989	989	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		58.3996	4.8442
CACTUAR-990	990	Sample Phenotype Data	CC-BY-SA				159.9092	
CACTUAR-990	990	Sample Phenotype Data	CC-BY-SA		Untreated		144.5559	5.0219
CACTUAR-990	990	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		57.0499	4.4207
CACTUAR-991	991	Sample Phenotype Data	CC-BY-SA				156.894	
CACTUAR-991	991	Sample Phenotype Data	CC-BY-SA		Untreated		159.0589	4.7208
CACTUAR-991	991	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			4.3353
CACTUAR-992	992	Sample Phenotype Data	CC-BY-SA				167.5818	4.7898
CACTUAR-992	992	Sample Phenotype Data	CC-BY-SA		Untreated		162.638	4.1242
CACTUAR-992	992	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		63.9834	
CACTUAR-993	993	Sample Phenotype Data	CC-BY-SA				145.4059	5.0264
CACTUAR-993	993	Sample Phenotype Data	CC-BY-SA		Untreated		160.6878	
CACTUAR-993	993	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		66.0993	
CACTUAR-994	994	Sample Phenotype Data	CC-BY-SA				171.9557	4.3888
CACTUAR-994	994	Sample Phenotype Data	CC-BY-SA		Untreated		144.8839	
CACTUAR-994	994	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		52.9689	
CACTUAR-995	995	Sample Phenotype Data	CC-BY-SA				161.6735	
CACTUAR-995	995	Sample Phenotype Data	CC-BY-SA		Untreated		134.4693	4.5649
CACTUAR-995	995	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		144.4187	
CACTUAR-996	996	Sample Phenotype Data	CC-BY-SA				169.7105	
CACTUAR-996	996	Sample Phenotype Data	CC-BY-SA		Untreated		159.3538	
CACTUAR-996	996	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		128.1471	
CACTUAR-997	997	Sample Phenotype Data	CC-BY-SA				164.783	
CACTUAR-997	997	Sample Phenotype Data	CC-BY-SA		Untreated		156.99	4.8917
CACTUAR-997	997	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		96.2773	
CACTUAR-998	998	Sample Phenotype Data	CC-BY-SA				148.1682	4.6663
CACTUAR-998	998	Sample Phenotype Data	CC-BY-SA		Untreated			4.0646
CACTUAR-998	998	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			
CACTUAR-999	999	Sample Phenotype Data	CC-BY-SA				173.6618	4.3808
CACTUAR-999	999	Sample Phenotype Data	CC-BY-SA		Untreated		197.6114	5.1236
CACTUAR-999	999	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		115.6182	
CACTUAR-1000	1000	Sample Phenotype Data	CC-BY-SA				172.1164	4.4462
CACTUAR-1000	1000	Sample Phenotype Data	CC-BY-SA		Untreated			4.5253
CACTUAR-1000	1000	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		62.7084	4.492
CACTUAR-1001	1001	Sample Phenotype Data	CC-BY-SA				162.5219	
CACTUAR-1001	1001	Sample Phenotype Data	CC-BY-SA		Untreated		159.2176	4.7898
CACTUAR-1001	1001	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		72.9186	4.9651
CACTUAR-1002	1002	Sample Phenotype Data	CC-BY-SA				154.289	4.3785
CACTUAR-1002	1002	Sample Phenotype Data	CC-BY-SA		Untreated		166.8911	
CACTUAR-1002	1002	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		56.0256	
CACTUAR-1003	1003	Sample Phenotype Data	CC-BY-SA				167.4828	
CACTUAR-1003	1003	Sample Phenotype Data	CC-BY-SA		Untreated		153.0289	4.6168
CACTUAR-1003	1003	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		43.0189	
CACTUAR-1004	1004	Sample Phenotype Data	CC-BY-SA				174.5734	4.8607
CACTUAR-1004	1004	Sample Phenotype Data	CC-BY-SA		Untreated		128.404	4.7405
CACTUAR-1004	1004	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		59.583	
CACTUAR-1005	1005	Sample Phenotype Data	CC-BY-SA				80.3366	
CACTUAR-1005	1005	Sample Phenotype Data	CC-BY-SA		Untreated		131.3973	
CACTUAR-1005	1005	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		171.6895	4.4658
CACTUAR-1006	1006	Sample Phenotype Data	CC-BY-SA				139.496	
CACTUAR-1006	1006	Sample Phenotype Data	CC-BY-SA		Untreated		168.6204	
CACTUAR-1006	1006	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			4.6261
CACTUAR-1007	1007	Sample Phenotype Data	CC-BY-SA				158.5796	5.0454
CACTUAR-1007	1007	Sample Phenotype Data	CC-BY-SA		Untreated		142.5417	4.6876
CACTUAR-1007	1007	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		139.6651	
CACTUAR-1008	1008	Sample Phenotype Data	CC-BY-SA				158.9485	4.6857
CACTUAR-1008	1008	Sample Phenotype Data	CC-BY-SA		Untreated		167.4543	4.6219
CACTUAR-1008	1008	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		58.8236	
CACTUAR-1009	1009	Sample Phenotype Data	CC-BY-SA				146.7773	
CACTUAR-1009	1009	Sample Phenotype Data	CC-BY-SA		Untreated		176.5984	4.4319
CACTUAR-1009	1009	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		129.2439	
CACTUAR-1010	1010	Sample Phenotype Data	CC-BY-SA				162.5776	4.4244
CACTUAR-1010	1010	Sample Phenotype Data	CC-BY-SA		Untreated		151.321	
CACTUAR-1010	1010	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		146.1773	
CACTUAR-1011	1011	Sample Phenotype Data	CC-BY-SA				150.0001	5.0755
CACTUAR-1011	1011	Sample Phenotype Data	CC-BY-SA		Untreated		165.9517	
CACTUAR-1011	1011	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		49.5711	4.5811
CACTUAR-1012	1012	Sample Phenotype Data	CC-BY-SA				166.7579	
CACTUAR-1012	1012	Sample Phenotype Data	CC-BY-SA		Untreated		160.9152	4.6398
CACTUAR-1012	1012	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		149.8657	
CACTUAR-1013	1013	Sample Phenotype Data	CC-BY-SA				158.135	4.8783
CACTUAR-1013	1013	Sample Phenotype Data	CC-BY-SA		Untreated		161.4325	4.6414
CACTUAR-1013	1013	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		74.2406	
CACTUAR-1014	1014	Sample Phenotype Data	CC-BY-SA				167.3101	4.9454
CACTUAR-1014	1014	Sample Phenotype Data	CC-BY-SA		Untreated		166.1754	
CACTUAR-1014	1014	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		144.4008	
CACTUAR-1015	1015	Sample Phenotype Data	CC-BY-SA				99.6977	4.1236
CACTUAR-1015	1015	Sample Phenotype Data	CC-BY-SA		Untreated		204.0834	
CACTUAR-1015	1015	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		192.5635	
CACTUAR-1016	1016	Sample Phenotype Data	CC-BY-SA				142.2096	4.365
CACTUAR-1016	1016	Sample Phenotype Data	CC-BY-SA		Untreated		155.8054	3.9568
CACTUAR-1016	1016	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		66.8394	4.7695
CACTUAR-1017	1017	Sample Phenotype Data	CC-BY-SA				152.486	
CACTUAR-1017	1017	Sample Phenotype Data	CC-BY-SA		Untreated		157.9589	4.7182
CACTUAR-1017	1017	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		157.4411	
CACTUAR-1018	1018	Sample Phenotype Data	CC-BY-SA				167.0223	
CACTUAR-1018	1018	Sample Phenotype Data	CC-BY-SA		Untreated		151.7524	4.7033
CACTUAR-1018	1018	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		151.0226	
CACTUAR-1019	1019	Sample Phenotype Data	CC-BY-SA				146.7969	4.5564
CACTUAR-1019	1019	Sample Phenotype Data	CC-BY-SA		Untreated		151.8237	5.0316
CACTUAR-1019	1019	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		104.7729	
CACTUAR-1020	1020	Sample Phenotype Data	CC-BY-SA				180.9543	
CACTUAR-1020	1020	Sample Phenotype Data	CC-BY-SA		Untreated		170.3575	
CACTUAR-1020	1020	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		136.5896	
CACTUAR-1021	1021	Sample Phenotype Data	CC-BY-SA				145.4595	
CACTUAR-1021	1021	Sample Phenotype Data	CC-BY-SA		Untreated		169.619	
CACTUAR-1021	1021	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		59.6946	
CACTUAR-1022	1022	Sample Phenotype Data	CC-BY-SA				158.5848	
CACTUAR-1022	1022	Sample Phenotype Data	CC-BY-SA		Untreated		143.4941	
CACTUAR-1022	1022	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		168.0924	
CACTUAR-1023	1023	Sample Phenotype Data	CC-BY-SA				135.3139	4.1901
CACTUAR-1023	1023	Sample Phenotype Data	CC-BY-SA		Untreated		151.908	4.6814
CACTUAR-1023	1023	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		136.3779	
CACTUAR-1024	1024	Sample Phenotype Data	CC-BY-SA				153.5553	
CACTUAR-1024	1024	Sample Phenotype Data	CC-BY-SA		Untreated		174.7145	5.1171
CACTUAR-1024	1024	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		64.526	4.513
CACTUAR-1025	1025	Sample Phenotype Data	CC-BY-SA				146.1462	4.4721
CACTUAR-1025	1025	Sample Phenotype Data	CC-BY-SA		Untreated		152.4169	4.5541
CACTUAR-1025	1025	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		46.3659	4.9673
CACTUAR-1026	1026	Sample Phenotype Data	CC-BY-SA				141.8186	
CACTUAR-1026	1026	Sample Phenotype Data	CC-BY-SA		Untreated		164.591	
CACTUAR-1026	1026	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		54.5385	4.3847
CACTUAR-1027	1027	Sample Phenotype Data	CC-BY-SA				147.125	4.6941
CACTUAR-1027	1027	Sample Phenotype Data	CC-BY-SA		Untreated		184.5309	4.4092
CACTUAR-1027	1027	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		123.7855	
CACTUAR-1028	1028	Sample Phenotype Data	CC-BY-SA				169.1895	
CACTUAR-1028	1028	Sample Phenotype Data	CC-BY-SA		Untreated			
CACTUAR-1028	1028	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		46.8463	4.5123
CACTUAR-1029	1029	Sample Phenotype Data	CC-BY-SA				137.9984	
CACTUAR-1029	1029	Sample Phenotype Data	CC-BY-SA		Untreated		147.9322	
CACTUAR-1029	1029	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		63.8409	4.3966
CACTUAR-1030	1030	Sample Phenotype Data	CC-BY-SA				171.5154	4.8174
CACTUAR-1030	1030	Sample Phenotype Data	CC-BY-SA		Untreated		142.7938	4.4447
CACTUAR-1030	1030	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		66.5272	
CACTUAR-1031	1031	Sample Phenotype Data	CC-BY-SA				143.5112	
CACTUAR-1031	1031	Sample Phenotype Data	CC-BY-SA		Untreated		159.7711	4.6762
CACTUAR-1031	1031	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		161.2602	
CACTUAR-1032	1032	Sample Phenotype Data	CC-BY-SA				154.6211	4.5854
CACTUAR-1032	1032	Sample Phenotype Data	CC-BY-SA		Untreated		154.4037	4.8987
CACTUAR-1032	1032	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		58.1655	
CACTUAR-1033	1033	Sample Phenotype Data	CC-BY-SA				156.0046	
CACTUAR-1033	1033	Sample Phenotype Data	CC-BY-SA		Untreated		147.2763	4.6512
CACTUAR-1033	1033	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		49.2903	
CACTUAR-1034	1034	Sample Phenotype Data	CC-BY-SA				166.2767	
CACTUAR-1034	1034	Sample Phenotype Data	CC-BY-SA		Untreated		217.7348	4.7317
CACTUAR-1034	1034	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		78.0057	
CACTUAR-1035	1035	Sample Phenotype Data	CC-BY-SA				167.4528	4.7508
CACTUAR-1035	1035	Sample Phenotype Data	CC-BY-SA		Untreated		151.9414	4.959
CACTUAR-1035	1035	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		74.8537	
CACTUAR-1036	1036	Sample Phenotype Data	CC-BY-SA				166.7529	
CACTUAR-1036	1036	Sample Phenotype Data	CC-BY-SA		Untreated		162.6918	
CACTUAR-1036	1036	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		118.1487	4.4448
CACTUAR-1037	1037	Sample Phenotype Data	CC-BY-SA				147.9768	
CACTUAR-1037	1037	Sample Phenotype Data	CC-BY-SA		Untreated		190.8497	4.0228
CACTUAR-1037	1037	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		60.4859	
CACTUAR-1038	1038	Sample Phenotype Data	CC-BY-SA				144.3986	
CACTUAR-1038	1038	Sample Phenotype Data	CC-BY-SA		Untreated		184.7074	4.2034
CACTUAR-1038	1038	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		146.7799	
CACTUAR-1039	1039	Sample Phenotype Data	CC-BY-SA				146.7231	
CACTUAR-1039	1039	Sample Phenotype Data	CC-BY-SA		Untreated		152.0251	
CACTUAR-1039	1039	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		82.64	
CACTUAR-1040	1040	Sample Phenotype Data	CC-BY-SA				161.1312	
CACTUAR-1040	1040	Sample Phenotype Data	CC-BY-SA		Untreated		153.0394	4.4238
CACTUAR-1040	1040	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		62.2307	
CACTUAR-1041	1041	Sample Phenotype Data	CC-BY-SA				146.8267	4.6142
CACTUAR-1041	1041	Sample Phenotype Data	CC-BY-SA		Untreated			4.7244
CACTUAR-1041	1041	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		66.9978	
CACTUAR-1042	1042	Sample Phenotype Data	CC-BY-SA				173.1443	
CACTUAR-1042	1042	Sample Phenotype Data	CC-BY-SA		Untreated		132.3657	4.5631
CACTUAR-1042	1042	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		61.3563	4.686
CACTUAR-1043	1043	Sample Phenotype Data	CC-BY-SA				164.353	
CACTUAR-1043	1043	Sample Phenotype Data	CC-BY-SA		Untreated		135.1405	4.7903
CACTUAR-1043	1043	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		130.3169	4.8423
CACTUAR-1044	1044	Sample Phenotype Data	CC-BY-SA				184.0096	4.0797
CACTUAR-1044	1044	Sample Phenotype Data	CC-BY-SA		Untreated		144.8645	
CACTUAR-1044	1044	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		64.2162	4.2896
CACTUAR-1045	1045	Sample Phenotype Data	CC-BY-SA				159.4533	4.3891
CACTUAR-1045	1045	Sample Phenotype Data	CC-BY-SA		Untreated			
CACTUAR-1045	1045	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		61.8531	
CACTUAR-1046	1046	Sample Phenotype Data	CC-BY-SA				144.4961	
CACTUAR-1046	1046	Sample Phenotype Data	CC-BY-SA		Untreated		158.5543	4.647
CACTUAR-1046	1046	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			
CACTUAR-1047	1047	Sample Phenotype Data	CC-BY-SA				166.3771	4.8147
CACTUAR-1047	1047	Sample Phenotype Data	CC-BY-SA		Untreated		154.3547	
CACTUAR-1047	1047	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			4.4777
CACTUAR-1048	1048	Sample Phenotype Data	CC-BY-SA				133.8565	
CACTUAR-1048	1048	Sample Phenotype Data	CC-BY-SA		Untreated		179.851	
CACTUAR-1048	1048	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		65.6155	
CACTUAR-1049	1049	Sample Phenotype Data	CC-BY-SA				149.9408	
CACTUAR-1049	1049	Sample Phenotype Data	CC-BY-SA		Untreated		166.3138	
CACTUAR-1049	1049	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			
CACTUAR-1050	1050	Sample Phenotype Data	CC-BY-SA				167.1588	
CACTUAR-1050	1050	Sample Phenotype Data	CC-BY-SA		Untreated		136.2462	5.0491
CACTUAR-1050	1050	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		150.1045	4.4307
CACTUAR-1051	1051	Sample Phenotype Data	CC-BY-SA				151.9511	
CACTUAR-1051	1051	Sample Phenotype Data	CC-BY-SA		Untreated		182.3976	4.3836
CACTUAR-1051	1051	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		61.4161	
CACTUAR-1052	1052	Sample Phenotype Data	CC-BY-SA				171.9806	4.8568
CACTUAR-1052	1052	Sample Phenotype Data	CC-BY-SA		Untreated		170.7997	4.7776
CACTUAR-1052	1052	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			
CACTUAR-1053	1053	Sample Phenotype Data	CC-BY-SA				152.5599	
CACTUAR-1053	1053	Sample Phenotype Data	CC-BY-SA		Untreated		191.7605	4.9235
CACTUAR-1053	1053	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		140.5572	4.5601
CACTUAR-1054	1054	Sample Phenotype Data	CC-BY-SA				156.5292	4.9295
CACTUAR-1054	1054	Sample Phenotype Data	CC-BY-SA		Untreated		151.8178	
CACTUAR-1054	1054	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		54.8948	
CACTUAR-1055	1055	Sample Phenotype Data	CC-BY-SA				153.0629	
CACTUAR-1055	1055	Sample Phenotype Data	CC-BY-SA		Untreated		131.117	
CACTUAR-1055	1055	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		48.1092	
CACTUAR-1056	1056	Sample Phenotype Data	CC-BY-SA				154.1267	
CACTUAR-1056	1056	Sample Phenotype Data	CC-BY-SA		Untreated		169.1493	4.2059
CACTUAR-1056	1056	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		60.3095	
CACTUAR-1057	1057	Sample Phenotype Data	CC-BY-SA				155.0085	
CACTUAR-1057	1057	Sample Phenotype Data	CC-BY-SA		Untreated		185.4544	
CACTUAR-1057	1057	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		166.5165	
CACTUAR-1058	1058	Sample Phenotype Data	CC-BY-SA				161.2571	4.7138
CACTUAR-1058	1058	Sample Phenotype Data	CC-BY-SA		Untreated		246.5801	4.8205
CACTUAR-1058	1058	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		58.0515	
CACTUAR-1059	1059	Sample Phenotype Data	CC-BY-SA				151.3647	
CACTUAR-1059	1059	Sample Phenotype Data	CC-BY-SA		Untreated		165.4216	4.451
CACTUAR-1059	1059	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		81.7947	4.5962
CACTUAR-1060	1060	Sample Phenotype Data	CC-BY-SA				117.2971	4.6462
CACTUAR-1060	1060	Sample Phenotype Data	CC-BY-SA		Untreated		167.817	
CACTUAR-1060	1060	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		54.2917	4.3448
CACTUAR-1061	1061	Sample Phenotype Data	CC-BY-SA				162.8856	
CACTUAR-1061	1061	Sample Phenotype Data	CC-BY-SA		Untreated		132.9063	4.899
CACTUAR-1061	1061	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		53.5311	
CACTUAR-1062	1062	Sample Phenotype Data	CC-BY-SA				163.2319	
CACTUAR-1062	1062	Sample Phenotype Data	CC-BY-SA		Untreated		169.7055	
CACTUAR-1062	1062	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		49.5243	4.5925
CACTUAR-1063	1063	Sample Phenotype Data	CC-BY-SA				168.8597	4.9077
CACTUAR-1063	1063	Sample Phenotype Data	CC-BY-SA		Untreated		161.1753	4.1689
CACTUAR-1063	1063	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		121.5393	4.5454
CACTUAR-1064	1064	Sample Phenotype Data	CC-BY-SA				171.3973	
CACTUAR-1064	1064	Sample Phenotype Data	CC-BY-SA		Untreated		153.7559	
CACTUAR-1064	1064	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		65.2415	
CACTUAR-1065	1065	Sample Phenotype Data	CC-BY-SA				177.629	
CACTUAR-1065	1065	Sample Phenotype Data	CC-BY-SA		Untreated		196.7534	4.9611
CACTUAR-1065	1065	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		58.5301	
CACTUAR-1066	1066	Sample Phenotype Data	CC-BY-SA				154.3909	4.181
CACTUAR-1066	1066	Sample Phenotype Data	CC-BY-SA		Untreated		187.6748	
CACTUAR-1066	1066	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		60.8709	4.4549
CACTUAR-1067	1067	Sample Phenotype Data	CC-BY-SA				168.3032	
CACTUAR-1067	1067	Sample Phenotype Data	CC-BY-SA		Untreated		152.4106	5.0654
CACTUAR-1067	1067	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		58.0513	4.5296
CACTUAR-1068	1068	Sample Phenotype Data	CC-BY-SA				156.2265	
CACTUAR-1068	1068	Sample Phenotype Data	CC-BY-SA		Untreated		214.7236	
CACTUAR-1068	1068	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		50.5523	
CACTUAR-1069	1069	Sample Phenotype Data	CC-BY-SA				154.4709	4.9344
CACTUAR-1069	1069	Sample Phenotype Data	CC-BY-SA		Untreated			
CACTUAR-1069	1069	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			
CACTUAR-1070	1070	Sample Phenotype Data	CC-BY-SA				178.8211	4.4183
CACTUAR-1070	1070	Sample Phenotype Data	CC-BY-SA		Untreated		223.6968	
CACTUAR-1070	1070	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		72.2708	4.3946
CACTUAR-1071	1071	Sample Phenotype Data	CC-BY-SA				154.7366	
CACTUAR-1071	1071	Sample Phenotype Data	CC-BY-SA		Untreated		171.1984	5.1104
CACTUAR-1071	1071	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		142.9951	4.6927
CACTUAR-1072	1072	Sample Phenotype Data	CC-BY-SA				84.5325	
CACTUAR-1072	1072	Sample Phenotype Data	CC-BY-SA		Untreated		166.2137	
CACTUAR-1072	1072	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		55.7209	4.4332
CACTUAR-1073	1073	Sample Phenotype Data	CC-BY-SA				149.5893	
CACTUAR-1073	1073	Sample Phenotype Data	CC-BY-SA		Untreated		156.6699	4.708
CACTUAR-1073	1073	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		65.3977	
CACTUAR-1074	1074	Sample Phenotype Data	CC-BY-SA				171.9351	
CACTUAR-1074	1074	Sample Phenotype Data	CC-BY-SA		Untreated		133.1268	4.8834
CACTUAR-1074	1074	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		55.2494	
CACTUAR-1075	1075	Sample Phenotype Data	CC-BY-SA				169.4313	
CACTUAR-1075	1075	Sample Phenotype Data	CC-BY-SA		Untreated		150.5865	4.7753
CACTUAR-1075	1075	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		89.2807	
CACTUAR-1076	1076	Sample Phenotype Data	CC-BY-SA				157.3276	4.2137
CACTUAR-1076	1076	Sample Phenotype Data	CC-BY-SA		Untreated		157.1635	4.5331
CACTUAR-1076	1076	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		59.5887	
CACTUAR-1077	1077	Sample Phenotype Data	CC-BY-SA				160.4246	4.8857
CACTUAR-1077	1077	Sample Phenotype Data	CC-BY-SA		Untreated			4.615
CACTUAR-1077	1077	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		57.2581	4.5394
CACTUAR-1078	1078	Sample Phenotype Data	CC-BY-SA				176.9354	
CACTUAR-1078	1078	Sample Phenotype Data	CC-BY-SA		Untreated		194.7334	4.6987
CACTUAR-1078	1078	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		68.2683	
CACTUAR-1079	1079	Sample Phenotype Data	CC-BY-SA				146.1027	
CACTUAR-1079	1079	Sample Phenotype Data	CC-BY-SA		Untreated			4.0514
CACTUAR-1079	1079	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		139.9416	4.4951
CACTUAR-1080	1080	Sample Phenotype Data	CC-BY-SA				177.7236	
CACTUAR-1080	1080	Sample Phenotype Data	CC-BY-SA		Untreated		180.1397	
CACTUAR-1080	1080	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		63.7484	
CACTUAR-1081	1081	Sample Phenotype Data	CC-BY-SA				154.3	
CACTUAR-1081	1081	Sample Phenotype Data	CC-BY-SA		Untreated		202.9336	
CACTUAR-1081	1081	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		62.5182	
CACTUAR-1082	1082	Sample Phenotype Data	CC-BY-SA				165.3986	4.4331
CACTUAR-1082	1082	Sample Phenotype Data	CC-BY-SA		Untreated		214.2881	4.0809
CACTUAR-1082	1082	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		99.037	
CACTUAR-1083	1083	Sample Phenotype Data	CC-BY-SA				149.0659	4.6668
CACTUAR-1083	1083	Sample Phenotype Data	CC-BY-SA		Untreated		130.997	
CACTUAR-1083	1083	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		60.7343	
CACTUAR-1084	1084	Sample Phenotype Data	CC-BY-SA				161.2615	
CACTUAR-1084	1084	Sample Phenotype Data	CC-BY-SA		Untreated		166.1648	
CACTUAR-1084	1084	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		138.4594	4.728
CACTUAR-1085	1085	Sample Phenotype Data	CC-BY-SA				157.9344	4.6705
CACTUAR-1085	1085	Sample Phenotype Data	CC-BY-SA		Untreated			4.7419
CACTUAR-1085	1085	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		63.8516	
CACTUAR-1086	1086	Sample Phenotype Data	CC-BY-SA				176.4834	
CACTUAR-1086	1086	Sample Phenotype Data	CC-BY-SA		Untreated		173.0232	4.5481
CACTUAR-1086	1086	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		129.6465	
CACTUAR-1087	1087	Sample Phenotype Data	CC-BY-SA					
CACTUAR-1087	1087	Sample Phenotype Data	CC-BY-SA		Untreated		144.3071	4.8973
CACTUAR-1087	1087	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		59.6728	4.4888
CACTUAR-1088	1088	Sample Phenotype Data	CC-BY-SA				141.3182	
CACTUAR-1088	1088	Sample Phenotype Data	CC-BY-SA		Untreated		197.8461	5.0188
CACTUAR-1088	1088	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		128.0324	
CACTUAR-1089	1089	Sample Phenotype Data	CC-BY-SA				156.9402	
CACTUAR-1089	1089	Sample Phenotype Data	CC-BY-SA		Untreated		153.4654	5.2061
CACTUAR-1089	1089	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			
CACTUAR-1090	1090	Sample Phenotype Data	CC-BY-SA				158.8441	4.5386
CACTUAR-1090	1090	Sample Phenotype Data	CC-BY-SA		Untreated		156.9924	
